1   破位了，前期涨幅过大，接下来步入调整周期，34元有一个小的技术支撑，不一定能撑住。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限先持有，压力8.4,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限目前此股下跌趋势未结束，建议今日若突破五日线，先离场,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限刚好到支撑看看能否撑住，19,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议持有，明日反弹可考虑减仓,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限我觉得不太好 不建议买,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限哈哈你好，最近刚开始使用这个，缘分呐，去年我认为互联网+的技术会给传统行业带来新的机会，随着市场逐渐接受并利用互联网+思维，市场相关股价也随着水涨船高，在5000点前买入相关股票收益应该很可观，但目前来看，互联网+题材已经存在高度泡沫大有鸡犬升天的感觉，你此刻买入的50元与之前上涨时候的50元已经天壤之别，本身没有业绩支撑加之增长高点已过，现在的股价表现也是正常的，目前我不太建议继续投资互联网+题材，若你对此题材比较偏好，建议关注600804鹏博士，民营宽带龙头，有稳定的客户群体，一直致力于互联网+技术的延伸，上千万的客户群体保证了业绩稳定，中报刚出继续保持两位数增长，我觉得你持有这种股票至少更安全一点。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限今日正好打到压力位回落建议观察一天,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限低开建议持有冲高可卖，高开可赌阳包阴,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议今日先持有别动,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限目前来看大盘还在筑底，短期波动很大，但目前点位来说中期持股风险已经很小，建议你先持股不动，可以选择适当加仓,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限支撑8.3，短期可先持有,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限目前上方鸭梨山大，需要充分的调整，仓位不大建议先持有，仓位大就出来一点吧,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议出来看看吧,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限可以继续持有，但短期可能上涨空间不大,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限我觉得调整还不充分，除非大盘超强的话你可以现出来,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议减仓,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限可以持有，看12以上,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限松芝我认为是可以，粤传媒建议10.5以上卖出,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限最少42元一线吧，不建议买入,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限不建议，大盘趋好，可选择的很多没必要冒险,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议继续持有,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限可以此价位补一些了,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限目前相比计算机更推荐智能装备制造类,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限目前打到10日线，弱收破只能建议关注月线了，短期强势股多看均线买入吧,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限新高+压力位，短期可能难有作为，明日可能低开，若高走建议减仓,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限晕，股价都80多了你今天16.5买入大神啊，是不是86.5?还是编码错了,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限50有点压力，但是我觉得持有没问题,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议减仓吧前面压力还是有点大，出来看看再说,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限恩华是长线股，短期还没有起涨的形态，医药板块短期也没有上涨的机会，抄短的别拿了,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限不建议,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限不可以，哪有跌停板买入的，不建议加仓,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限不能，目前大盘朝着破位走了,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限还在盘整通道，短期突破压力太大，还将围绕14.5元附近调整,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限我比较看好他的题材，可以试买一部分,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议今天风高减一些仓位,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限明日早盘反弹建议出掉，后面下跌再接回，若早盘跳水建议先持有,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限002334已经有拐头迹象建议明日红盘出场，600698目前看运行还算稳定，建议设置止损点6.9,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限今日触底反弹若可以维持到尾盘，基本上不会影响的,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限具体看晚上的公告内容若无重大利好消息，可能明日补跌是必须的了，结合大盘走势建议明日离场,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限首先大盘我认为2016年是个震荡向上的走势，若想长线持有建议选择一些十三五计划中重点发展行业持有，这样变数较小，推荐新能源汽车全产业链的相关上市公司,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限压力30，可以持有一段,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限短线都有调整迹象，明日若有反弹建议先离场,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限你这股票前期没有跌够，现在正在跌破平台，所以表现弱势，我不建议继续持有，后面大盘若走弱，可能你的股票更弱，明日找个高点先出来吧,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限支撑在15.8，今天较弱，建议看明天,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限不能，今日弱势,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限短期可能调整了,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限短线有点小压力，本周若跌破9.5适当加仓,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限刚刚站上压力，建议持有,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限2114建议明日有反弹先出来，2408可以先保留,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限中期持有没问题，但是短期有调整可能性，可以适当做价差,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限短线来看调整还未充分，上看压力21，后面大概率会突破,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限调整还不充分，建议再等等,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限寻底之路，短期下跌空间有限,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限26.5已经站住4天了，后面大盘不变看8%以上,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限站稳8.5可以继续持有,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限目前看您的股票还是可以的，还有成长空间,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限低开是必然的了，跌停封的比较死，建议上冲卖掉,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限今日若触底反弹建议先出来,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限现在是制度风险，跟基本面脱离了，建议看看明天开盘是什么情况吧,,,,,,,,,,,,
